path,label,resolution,frame_count,fps,set
Celeb-synthesis\id55_id53_0007.mp4,0,856x478,481.0,30.0,train
Celeb-synthesis\id30_id34_0001.mp4,0,850x472,451.0,30.0,train
Celeb-real\id40_0005.mp4,1,848x478,322.0,30.0,train
Celeb-synthesis\id21_id16_0006.mp4,0,812x456,359.0,30.0,val
Celeb-synthesis\id23_id31_0005.mp4,0,610x298,308.0,30.0,train
YouTube-real\00066.mp4,1,892x500,457.0,30.0,val
Celeb-synthesis\id29_id23_0000.mp4,0,852x480,429.0,30.0,val
Celeb-synthesis\id53_id55_0001.mp4,0,856x478,328.0,30.0,train
Celeb-synthesis\id45_id44_0000.mp4,0,848x472,312.0,30.0,train
Celeb-synthesis\id4_id23_0008.mp4,0,944x500,326.0,30.0,train
Celeb-real\id59_0005.mp4,1,856x478,324.0,30.0,train
Celeb-real\id36_0001.mp4,1,848x466,427.0,30.0,val
Celeb-synthesis\id23_id9_0001.mp4,0,846x476,309.0,30.0,train
Celeb-synthesis\id56_id50_0009.mp4,0,856x478,297.0,30.0,train
Celeb-synthesis/id1_id0_0007.mp4,0,,,,test
Celeb-synthesis/id21_id3_0009.mp4,0,,,,test
Celeb-real/id33_0002.mp4,1,,,,test
Celeb-synthesis\id9_id16_0000.mp4,0,944x500,448.0,30.0,train
Celeb-real/id40_0009.mp4,1,,,,test
Celeb-synthesis\id33_id32_0001.mp4,0,848x466,446.0,30.0,train
Celeb-synthesis/id20_id9_0008.mp4,0,,,,test
Celeb-real/id16_0011.mp4,1,,,,test
Celeb-real\id3_0002.mp4,1,530x500,428.0,30.0,val
Celeb-synthesis\id20_id17_0001.mp4,0,856x476,306.0,30.0,train
Celeb-real\id48_0002.mp4,1,850x476,319.0,30.0,train
Celeb-synthesis\id23_id4_0007.mp4,0,814x464,306.0,30.0,train
Celeb-synthesis\id26_id34_0002.mp4,0,848x472,322.0,30.0,train
Celeb-synthesis\id1_id31_0003.mp4,0,590x500,451.0,30.0,train
Celeb-real\id9_0009.mp4,1,942x500,314.0,30.0,train
YouTube-real/00262.mp4,1,,,,test
Celeb-real\id60_0004.mp4,1,856x478,320.0,30.0,train
Celeb-synthesis\id13_id7_0008.mp4,0,944x500,459.0,30.0,val
Celeb-synthesis\id23_id26_0001.mp4,0,846x476,309.0,30.0,train
YouTube-real\00128.mp4,1,892x500,460.0,30.0,train
Celeb-synthesis\id20_id37_0006.mp4,0,844x452,328.0,30.0,train
Celeb-real\id36_0004.mp4,1,848x466,468.0,30.0,train
Celeb-real\id8_0009.mp4,1,942x500,378.0,30.0,train
Celeb-synthesis/id30_id28_0006.mp4,0,,,,test
Celeb-real\id46_0009.mp4,1,826x474,308.0,30.0,train
YouTube-real\00056.mp4,1,892x500,534.0,30.0,val
Celeb-real/id8_0009.mp4,1,,,,test
Celeb-synthesis\id12_id7_0006.mp4,0,954x500,308.0,30.0,train
Celeb-synthesis\id50_id57_0001.mp4,0,856x478,383.0,30.0,train
Celeb-synthesis\id2_id9_0003.mp4,0,554x500,383.0,30.0,train
Celeb-real\id6_0002.mp4,1,942x500,611.0,30.0,train
Celeb-synthesis\id26_id17_0004.mp4,0,848x472,350.0,30.0,train
Celeb-synthesis\id32_id21_0007.mp4,0,848x466,457.0,30.0,train
Celeb-synthesis\id2_id30_0009.mp4,0,634x500,322.0,30.0,train
YouTube-real\00219.mp4,1,892x500,483.0,30.0,val
Celeb-synthesis/id4_id21_0004.mp4,0,,,,test
Celeb-real\id44_0003.mp4,1,748x500,342.0,30.0,train
Celeb-synthesis\id20_id33_0003.mp4,0,844x452,337.0,30.0,train
Celeb-synthesis\id26_id2_0005.mp4,0,526x474,336.0,30.0,train
Celeb-synthesis\id9_id20_0002.mp4,0,944x500,364.0,30.0,val
Celeb-synthesis\id16_id0_0000.mp4,0,950x500,317.0,30.0,train
Celeb-real\id4_0001.mp4,1,942x500,459.0,30.0,train
Celeb-real/id24_0009.mp4,1,,,,test
Celeb-synthesis\id30_id9_0004.mp4,0,850x472,404.0,30.0,train
Celeb-real\id26_0006.mp4,1,834x458,307.0,30.0,train
YouTube-real\00137.mp4,1,888x500,353.0,30.0,train
Celeb-real\id39_0007.mp4,1,846x478,334.0,30.0,train
Celeb-synthesis\id20_id1_0008.mp4,0,674x500,338.0,30.0,train
YouTube-real\00267.mp4,1,818x456,252.0,30.0,val
Celeb-synthesis\id23_id19_0000.mp4,0,846x476,318.0,30.0,train
Celeb-real\id25_0010.mp4,1,848x472,355.0,30.0,val
Celeb-synthesis\id46_id42_0009.mp4,0,826x474,308.0,30.0,train
Celeb-real\id19_0001.mp4,1,856x432,335.0,29.558997405867093,val
Celeb-synthesis\id3_id6_0002.mp4,0,530x500,428.0,30.0,train
Celeb-synthesis\id0_id26_0008.mp4,0,944x500,464.0,30.0,train
Celeb-real/id21_0009.mp4,1,,,,test
Celeb-real\id22_0006.mp4,1,846x476,333.0,30.0,train
Celeb-real\id27_0006.mp4,1,626x500,295.0,30.0,train
Celeb-synthesis\id23_id31_0001.mp4,0,846x476,309.0,30.0,train
Celeb-synthesis\id4_id9_0002.mp4,0,944x500,491.0,30.0,train
Celeb-real/id20_0008.mp4,1,,,,test
Celeb-synthesis\id30_id31_0004.mp4,0,850x472,404.0,30.0,val
Celeb-real/id36_0008.mp4,1,,,,test
Celeb-synthesis\id48_id45_0000.mp4,0,850x476,338.0,30.0,val
Celeb-synthesis\id4_id3_0002.mp4,0,944x500,491.0,30.0,train
Celeb-synthesis\id24_id27_0005.mp4,0,848x478,337.0,30.0,train
Celeb-synthesis\id31_id20_0004.mp4,0,850x472,465.0,30.0,train
Celeb-synthesis\id46_id48_0007.mp4,0,750x438,335.0,30.0,train
YouTube-real\00003.mp4,1,888x500,295.0,30.0,train
Celeb-real\id19_0000.mp4,1,856x432,327.0,29.799996759769297,val
Celeb-real\id60_0000.mp4,1,856x478,477.0,30.0,train
Celeb-synthesis\id19_id22_0007.mp4,0,826x420,328.0,30.0,val
Celeb-synthesis\id48_id43_0003.mp4,0,850x476,335.0,30.0,train
Celeb-synthesis\id28_id27_0008.mp4,0,842x468,342.0,30.0,train
Celeb-real/id34_0006.mp4,1,,,,test
Celeb-real\id57_0008.mp4,1,856x478,455.0,29.800001600976888,train
Celeb-real\id9_0007.mp4,1,942x500,456.0,30.0,train
Celeb-real/id37_0009.mp4,1,,,,test
Celeb-real\id49_0009.mp4,1,856x478,459.0,30.0,train
Celeb-real\id11_0006.mp4,1,950x500,316.0,30.0,train
YouTube-real\00126.mp4,1,888x500,455.0,30.0,train
Celeb-synthesis\id16_id1_0000.mp4,0,950x500,317.0,30.0,train
Celeb-synthesis\id24_id25_0007.mp4,0,850x472,308.0,30.0,train
Celeb-real\id16_0004.mp4,1,950x500,410.0,30.0,train
Celeb-real\id1_0003.mp4,1,590x500,451.0,30.0,train
Celeb-synthesis/id31_id30_0009.mp4,0,,,,test
Celeb-synthesis\id40_id39_0000.mp4,0,418x466,319.0,30.0,train
Celeb-synthesis\id21_id0_0002.mp4,0,852x480,334.0,30.0,train
YouTube-real\00009.mp4,1,892x500,575.0,30.0,train
Celeb-synthesis\id31_id17_0001.mp4,0,850x472,369.0,30.0,train
Celeb-synthesis\id24_id27_0006.mp4,0,564x470,339.0,30.0,train
Celeb-synthesis\id21_id16_0009.mp4,0,662x500,319.0,30.0,train
YouTube-real\00206.mp4,1,892x500,455.0,30.0,val
Celeb-synthesis\id20_id17_0006.mp4,0,844x452,328.0,30.0,val
Celeb-synthesis\id4_id37_0009.mp4,0,944x500,483.0,30.0,train
Celeb-synthesis\id0_id23_0004.mp4,0,944x500,326.0,30.0,train
Celeb-real\id39_0009.mp4,1,666x500,313.0,30.0,train
YouTube-real\00022.mp4,1,892x500,471.0,30.0,train
Celeb-real\id8_0002.mp4,1,942x500,525.0,30.0,train
Celeb-real/id43_0001.mp4,1,,,,test
Celeb-real\id59_0002.mp4,1,856x478,501.0,30.0,train
YouTube-real\00202.mp4,1,892x500,499.0,30.0,train
Celeb-synthesis\id23_id33_0007.mp4,0,814x464,306.0,30.0,train
YouTube-real\00187.mp4,1,892x500,460.0,30.0,train
Celeb-synthesis/id35_id32_0007.mp4,0,,,,test
Celeb-real\id13_0001.mp4,1,952x500,349.0,30.0,train
YouTube-real\00222.mp4,1,892x500,468.0,30.0,train
Celeb-synthesis\id3_id37_0004.mp4,0,514x500,499.0,30.0,val
YouTube-real\00053.mp4,1,888x500,468.0,30.0,train
Celeb-synthesis\id4_id2_0000.mp4,0,944x500,477.0,30.0,train
Celeb-synthesis\id29_id21_0005.mp4,0,852x480,468.0,30.0,train
Celeb-synthesis\id4_id26_0005.mp4,0,944x500,467.0,30.0,train
Celeb-real\id45_0000.mp4,1,848x472,312.0,30.0,val
YouTube-real\00263.mp4,1,654x500,326.0,30.0,val
Celeb-synthesis\id3_id30_0003.mp4,0,650x500,372.0,30.0,train
Celeb-synthesis\id16_id9_0009.mp4,0,950x500,315.0,30.0,train
Celeb-synthesis\id28_id29_0008.mp4,0,842x468,342.0,30.0,train
Celeb-synthesis\id42_id43_0002.mp4,0,852x478,317.0,30.0,train
Celeb-synthesis\id16_id2_0002.mp4,0,950x500,363.0,30.0,train
Celeb-synthesis\id54_id56_0007.mp4,0,856x478,571.0,30.0,train
Celeb-synthesis\id47_id42_0003.mp4,0,540x456,295.0,30.0,train
Celeb-synthesis\id45_id40_0004.mp4,0,848x472,312.0,30.0,train
Celeb-real\id26_0001.mp4,1,848x472,320.0,30.0,train
Celeb-synthesis\id21_id20_0005.mp4,0,812x456,165.0,30.0,train
Celeb-synthesis\id3_id6_0004.mp4,0,514x500,499.0,30.0,train
Celeb-real\id7_0008.mp4,1,942x500,291.0,30.0,train
Celeb-synthesis\id29_id20_0004.mp4,0,852x480,364.0,30.0,train
Celeb-synthesis\id21_id19_0005.mp4,0,812x456,165.0,30.0,train
Celeb-real/id1_0006.mp4,1,,,,test
Celeb-real\id22_0005.mp4,1,846x476,365.0,30.0,val
YouTube-real\00193.mp4,1,888x500,353.0,30.0,train
Celeb-real\id49_0002.mp4,1,856x478,437.0,29.899991257312497,train
YouTube-real\00259.mp4,1,782x440,321.0,30.0,train
YouTube-real\00068.mp4,1,892x500,476.0,30.0,train
Celeb-real\id13_0007.mp4,1,942x500,452.0,29.86799491627343,train
Celeb-real\id57_0006.mp4,1,856x478,453.0,29.900003300221115,train
Celeb-real\id52_0008.mp4,1,856x478,551.0,30.0,train
Celeb-real\id17_0003.mp4,1,612x440,247.0,30.0,train
YouTube-real\00005.mp4,1,892x500,463.0,30.0,val
YouTube-real\00116.mp4,1,892x500,471.0,30.0,val
YouTube-real\00060.mp4,1,892x500,478.0,30.0,train
Celeb-real\id37_0004.mp4,1,856x478,370.0,30.0,val
Celeb-real\id35_0005.mp4,1,848x466,295.0,30.0,train
Celeb-synthesis\id28_id35_0005.mp4,0,846x474,332.0,30.0,train
Celeb-synthesis/id24_id21_0006.mp4,0,,,,test
YouTube-real\00076.mp4,1,888x500,479.0,30.0,val
Celeb-synthesis\id17_id28_0006.mp4,0,894x500,201.0,30.0,train
YouTube-real\00059.mp4,1,892x500,474.0,30.0,train
Celeb-synthesis\id21_id16_0008.mp4,0,472x500,322.0,30.0,train
YouTube-real\00019.mp4,1,892x500,468.0,30.0,train
YouTube-real\00176.mp4,1,892x500,605.0,30.0,train
Celeb-synthesis\id2_id31_0006.mp4,0,642x500,380.0,30.0,train
Celeb-real\id0_0009.mp4,1,942x500,520.0,30.0,val
YouTube-real\00044.mp4,1,892x500,464.0,30.0,val
Celeb-real\id0_0003.mp4,1,942x500,529.0,30.0,train
Celeb-real\id16_0001.mp4,1,950x500,316.0,30.0,train
YouTube-real\00264.mp4,1,818x456,317.0,30.0,val
YouTube-real\00218.mp4,1,892x500,478.0,30.0,train
Celeb-synthesis\id23_id6_0000.mp4,0,846x476,318.0,30.0,val
Celeb-synthesis\id53_id50_0005.mp4,0,856x478,466.0,30.0,train
Celeb-real\id17_0002.mp4,1,556x500,334.0,30.0,train
Celeb-real\id1_0000.mp4,1,582x500,371.0,30.0,train
Celeb-synthesis\id17_id0_0006.mp4,0,894x500,201.0,30.0,train
Celeb-synthesis\id30_id20_0006.mp4,0,850x472,366.0,30.0,train
Celeb-synthesis\id4_id35_0001.mp4,0,944x500,459.0,30.0,train
Celeb-synthesis\id25_id22_0010.mp4,0,848x472,355.0,30.0,val
Celeb-synthesis\id57_id58_0004.mp4,0,856x478,451.0,30.0,train
Celeb-synthesis\id16_id2_0005.mp4,0,950x500,345.0,30.0,train
Celeb-synthesis\id40_id44_0003.mp4,0,848x478,319.0,30.0,train
Celeb-real\id13_0010.mp4,1,942x500,332.0,30.0,train
Celeb-synthesis\id46_id48_0002.mp4,0,670x500,313.0,30.0,train
Celeb-synthesis\id47_id45_0005.mp4,0,656x500,317.0,30.0,train
Celeb-synthesis\id56_id52_0000.mp4,0,856x478,469.0,30.0,train
Celeb-real\id27_0008.mp4,1,348x500,331.0,30.0,train
Celeb-synthesis\id55_id56_0008.mp4,0,856x478,427.0,30.0,train
Celeb-real\id41_0001.mp4,1,850x472,310.0,30.0,train
Celeb-real\id3_0006.mp4,1,568x500,409.0,30.0,train
YouTube-real/00194.mp4,1,,,,test
Celeb-synthesis\id47_id48_0006.mp4,0,694x456,334.0,30.0,train
Celeb-synthesis\id3_id9_0007.mp4,0,668x500,361.0,30.0,val
Celeb-synthesis\id48_id46_0007.mp4,0,656x500,306.0,30.0,val
Celeb-synthesis\id59_id60_0008.mp4,0,856x478,463.0,30.0,val
Celeb-real\id46_0006.mp4,1,750x438,334.0,30.0,train
Celeb-synthesis\id23_id25_0006.mp4,0,636x480,314.0,30.0,train
Celeb-real\id54_0004.mp4,1,856x478,494.0,30.0,train
Celeb-synthesis\id41_id47_0002.mp4,0,844x474,332.0,30.0,val
Celeb-synthesis\id47_id39_0002.mp4,0,836x470,323.0,30.0,train
YouTube-real/00266.mp4,1,,,,test
Celeb-synthesis\id53_id58_0002.mp4,0,856x478,305.0,30.0,val
Celeb-synthesis\id27_id25_0000.mp4,0,834x458,317.0,30.0,train
Celeb-synthesis\id3_id28_0008.mp4,0,488x500,458.0,30.0,train
Celeb-real\id2_0001.mp4,1,608x500,376.0,30.0,train
Celeb-synthesis/id20_id31_0006.mp4,0,,,,test
YouTube-real/00063.mp4,1,,,,test
Celeb-real\id8_0004.mp4,1,942x500,566.0,30.0,train
Celeb-synthesis\id35_id38_0004.mp4,0,848x466,256.0,30.0,val
Celeb-synthesis\id39_id47_0002.mp4,0,850x476,310.0,30.0,train
Celeb-synthesis\id47_id43_0005.mp4,0,656x500,317.0,30.0,val
YouTube-real\00215.mp4,1,892x500,469.0,30.0,train
Celeb-synthesis\id0_id28_0008.mp4,0,944x500,464.0,30.0,train
Celeb-synthesis\id32_id31_0000.mp4,0,850x472,516.0,30.0,train
YouTube-real/00011.mp4,1,,,,test
Celeb-real\id4_0009.mp4,1,942x500,483.0,30.0,train
Celeb-synthesis\id40_id43_0009.mp4,0,848x478,316.0,30.0,train
Celeb-synthesis\id20_id2_0009.mp4,0,666x500,334.0,30.0,train
Celeb-real\id17_0008.mp4,1,894x500,269.0,30.0,train
Celeb-synthesis\id61_id60_0002.mp4,0,856x478,465.0,30.0,train
Celeb-real\id10_0009.mp4,1,960x500,535.0,30.0,val
Celeb-real/id21_0006.mp4,1,,,,test
Celeb-synthesis\id4_id31_0009.mp4,0,944x500,483.0,30.0,train
YouTube-real\00161.mp4,1,892x500,519.0,30.0,train
Celeb-synthesis\id34_id30_0000.mp4,0,848x466,480.0,30.0,train
YouTube-real\00289.mp4,1,856x478,313.0,30.0,val
Celeb-real/id44_0001.mp4,1,,,,test
Celeb-synthesis\id51_id57_0004.mp4,0,856x478,447.0,29.000007929408085,train
YouTube-real\00020.mp4,1,892x500,456.0,30.0,train
Celeb-synthesis\id2_id3_0004.mp4,0,526x500,425.0,30.0,val
Celeb-synthesis\id30_id33_0004.mp4,0,850x472,404.0,30.0,train
Celeb-synthesis/id27_id25_0008.mp4,0,,,,test
Celeb-synthesis/id8_id0_0002.mp4,0,,,,test
Celeb-synthesis\id49_id50_0004.mp4,0,856x478,414.0,30.0,train
Celeb-synthesis\id22_id26_0009.mp4,0,846x476,332.0,30.0,train
Celeb-synthesis\id56_id57_0001.mp4,0,856x478,464.0,30.0,val
YouTube-real\00292.mp4,1,856x478,451.0,30.0,train
Celeb-synthesis\id9_id3_0007.mp4,0,944x500,456.0,30.0,val
Celeb-real\id49_0007.mp4,1,856x478,383.0,30.0,train
Celeb-synthesis\id39_id44_0009.mp4,0,666x500,313.0,30.0,train
Celeb-synthesis\id38_id26_0000.mp4,0,856x478,466.0,30.0,train
Celeb-real\id34_0008.mp4,1,848x466,516.0,30.0,train
YouTube-real/00277.mp4,1,,,,test
YouTube-real\00271.mp4,1,844x470,292.0,30.0,train
Celeb-synthesis\id22_id21_0006.mp4,0,846x476,333.0,30.0,train
Celeb-synthesis\id13_id7_0003.mp4,0,954x500,340.0,30.0,train
Celeb-synthesis\id28_id27_0009.mp4,0,842x468,331.0,30.0,val
Celeb-real\id56_0008.mp4,1,856x478,351.0,30.0,train
Celeb-synthesis\id40_id43_0006.mp4,0,848x478,317.0,30.0,train
Celeb-synthesis\id34_id29_0006.mp4,0,848x466,441.0,30.0,train
Celeb-synthesis\id41_id43_0005.mp4,0,844x474,230.0,30.0,train
Celeb-synthesis\id21_id34_0000.mp4,0,852x480,234.0,30.0,train
Celeb-synthesis/id10_id13_0001.mp4,0,,,,test
Celeb-real\id2_0009.mp4,1,632x500,322.0,30.0,train
YouTube-real/00260.mp4,1,,,,test
YouTube-real\00147.mp4,1,892x500,514.0,30.0,val
Celeb-synthesis\id29_id35_0007.mp4,0,852x480,306.0,30.0,val
Celeb-synthesis\id35_id17_0008.mp4,0,848x466,209.0,30.0,val
Celeb-real\id45_0005.mp4,1,848x472,327.0,30.0,train
YouTube-real\00248.mp4,1,892x500,480.0,30.0,train
Celeb-real\id9_0000.mp4,1,942x500,448.0,30.0,val
Celeb-real\id28_0007.mp4,1,684x500,301.0,30.0,train
Celeb-synthesis\id37_id33_0000.mp4,0,856x478,502.0,30.0,train
Celeb-synthesis\id56_id53_0009.mp4,0,856x478,297.0,30.0,train
Celeb-synthesis\id27_id19_0008.mp4,0,348x500,331.0,30.0,train
Celeb-real\id37_0001.mp4,1,856x478,290.0,30.0,train
Celeb-synthesis\id20_id24_0006.mp4,0,844x452,328.0,30.0,train
Celeb-real\id17_0007.mp4,1,894x500,274.0,30.0,train
Celeb-synthesis\id37_id9_0008.mp4,0,856x478,483.0,30.0,train
YouTube-real/00092.mp4,1,,,,test
Celeb-real\id9_0002.mp4,1,942x500,364.0,30.0,train
Celeb-real\id38_0008.mp4,1,856x478,492.0,30.0,train
Celeb-real/id43_0006.mp4,1,,,,test
Celeb-real/id42_0002.mp4,1,,,,test
Celeb-synthesis\id26_id2_0006.mp4,0,834x458,307.0,30.0,train
Celeb-synthesis\id48_id40_0007.mp4,0,656x500,306.0,30.0,train
Celeb-synthesis\id52_id57_0000.mp4,0,856x478,377.0,30.0,train
YouTube-real\00057.mp4,1,892x500,466.0,30.0,train
YouTube-real\00183.mp4,1,892x500,516.0,30.0,train
Celeb-real\id46_0003.mp4,1,744x466,291.0,30.0,train
YouTube-real\00140.mp4,1,892x500,382.0,30.0,train
Celeb-real\id2_0004.mp4,1,524x500,425.0,30.0,train
Celeb-synthesis\id42_id46_0003.mp4,0,852x478,310.0,30.0,train
Celeb-synthesis\id23_id1_0009.mp4,0,662x500,316.0,30.0,train
Celeb-synthesis\id31_id37_0008.mp4,0,850x472,461.0,30.0,train
Celeb-real\id42_0002.mp4,1,852x478,317.0,30.0,train
Celeb-synthesis\id23_id38_0006.mp4,0,636x480,314.0,30.0,train
YouTube-real\00254.mp4,1,856x478,464.0,30.0,train
Celeb-real\id49_0000.mp4,1,856x478,278.0,30.0,train
YouTube-real/00036.mp4,1,,,,test
Celeb-synthesis\id2_id26_0005.mp4,0,616x500,307.0,30.0,val
Celeb-synthesis\id35_id9_0005.mp4,0,848x466,295.0,30.0,train
Celeb-synthesis\id46_id41_0000.mp4,0,822x458,335.0,30.0,train
Celeb-real\id17_0006.mp4,1,894x500,201.0,30.0,train
Celeb-real/id16_0007.mp4,1,,,,test
Celeb-synthesis\id31_id37_0009.mp4,0,850x472,475.0,30.0,val
Celeb-synthesis\id3_id0_0006.mp4,0,568x500,409.0,30.0,train
Celeb-real\id60_0009.mp4,1,856x478,470.0,30.0,train
YouTube-real/00227.mp4,1,,,,test
Celeb-real/id1_0007.mp4,1,,,,test
Celeb-real\id13_0014.mp4,1,942x500,390.0,30.0,train
Celeb-real\id24_0001.mp4,1,840x470,315.0,30.0,train
Celeb-real\id51_0008.mp4,1,856x478,454.0,30.0,train
Celeb-synthesis\id3_id30_0006.mp4,0,568x500,409.0,30.0,train
Celeb-real\id49_0003.mp4,1,856x478,391.0,30.0,train
YouTube-real\00145.mp4,1,892x500,469.0,30.0,train
YouTube-real\00189.mp4,1,892x500,410.0,30.0,train
Celeb-real/id40_0003.mp4,1,,,,test
Celeb-synthesis\id52_id58_0002.mp4,0,856x478,541.0,30.0,val
Celeb-real\id23_0001.mp4,1,846x476,309.0,30.0,train
Celeb-synthesis\id6_id35_0009.mp4,0,944x500,530.0,30.0,train
Celeb-real\id55_0007.mp4,1,856x478,481.0,30.0,train
Celeb-real\id57_0007.mp4,1,856x478,441.0,30.0,train
Celeb-real\id43_0001.mp4,1,676x500,341.0,30.0,train
Celeb-synthesis\id30_id34_0004.mp4,0,850x472,404.0,30.0,train
Celeb-synthesis\id35_id16_0002.mp4,0,848x466,380.0,30.0,val
Celeb-real\id34_0009.mp4,1,848x466,485.0,30.0,val
Celeb-synthesis\id29_id34_0006.mp4,0,852x480,472.0,30.0,train
Celeb-synthesis\id2_id1_0003.mp4,0,554x500,383.0,30.0,val
Celeb-synthesis\id30_id17_0008.mp4,0,850x472,497.0,30.0,train
Celeb-synthesis\id2_id16_0007.mp4,0,638x500,470.0,30.0,train
Celeb-real/id49_0004.mp4,1,,,,test
Celeb-synthesis\id56_id55_0006.mp4,0,856x478,267.0,30.0,train
Celeb-real\id11_0001.mp4,1,938x500,441.0,30.0,train
Celeb-synthesis\id25_id21_0010.mp4,0,848x472,355.0,30.0,val
Celeb-synthesis\id34_id23_0003.mp4,0,848x466,394.0,30.0,train
YouTube-real\00052.mp4,1,892x500,464.0,30.0,train
Celeb-real\id53_0008.mp4,1,856x478,449.0,30.0,val
Celeb-real\id23_0000.mp4,1,846x476,318.0,30.0,train
YouTube-real\00018.mp4,1,892x500,435.0,30.0,train
Celeb-synthesis\id3_id9_0006.mp4,0,568x500,409.0,30.0,train
Celeb-synthesis\id37_id4_0006.mp4,0,856x478,454.0,30.0,train
Celeb-synthesis\id23_id35_0004.mp4,0,674x500,307.0,30.0,train
Celeb-synthesis\id54_id52_0009.mp4,0,856x478,464.0,30.0,val
Celeb-synthesis\id21_id16_0005.mp4,0,812x456,165.0,30.0,train
Celeb-synthesis\id21_id35_0007.mp4,0,812x456,317.0,30.0,train
Celeb-synthesis\id52_id49_0009.mp4,0,856x478,327.0,30.0,val
Celeb-synthesis\id41_id44_0000.mp4,0,850x472,306.0,30.0,train
YouTube-real\00141.mp4,1,892x500,445.0,30.0,val
Celeb-real/id32_0008.mp4,1,,,,test
Celeb-synthesis\id28_id0_0008.mp4,0,842x468,342.0,30.0,train
Celeb-synthesis\id34_id37_0007.mp4,0,848x466,470.0,30.0,train
YouTube-real\00294.mp4,1,856x478,499.0,30.0,val
Celeb-synthesis\id19_id28_0004.mp4,0,826x420,323.0,29.599987781222797,val
Celeb-real\id47_0000.mp4,1,610x500,315.0,30.0,train
YouTube-real\00164.mp4,1,892x500,526.0,30.0,train
Celeb-real\id31_0008.mp4,1,850x472,461.0,30.0,val
Celeb-real\id23_0008.mp4,1,814x464,308.0,30.0,train
Celeb-real\id52_0000.mp4,1,856x478,377.0,30.0,train
Celeb-real\id32_0004.mp4,1,544x468,428.0,30.0,train
Celeb-real\id19_0005.mp4,1,826x420,322.0,29.70001752485506,val
Celeb-synthesis\id34_id31_0003.mp4,0,848x466,394.0,30.0,val
Celeb-synthesis\id43_id41_0008.mp4,0,848x474,314.0,30.0,val
YouTube-real\00216.mp4,1,888x500,384.0,30.0,train
Celeb-synthesis\id1_id4_0000.mp4,0,584x500,365.0,30.0,train
YouTube-real\00045.mp4,1,888x500,459.0,30.0,train
Celeb-real\id17_0009.mp4,1,894x500,298.0,30.0,train
Celeb-synthesis\id35_id28_0008.mp4,0,848x466,209.0,30.0,val
Celeb-synthesis\id35_id4_0002.mp4,0,848x466,380.0,30.0,train
YouTube-real\00074.mp4,1,892x500,471.0,30.0,train
Celeb-synthesis\id2_id9_0006.mp4,0,642x500,380.0,30.0,train
Celeb-real\id4_0006.mp4,1,942x500,304.0,30.0,val
Celeb-real/id2_0004.mp4,1,,,,test
Celeb-real\id13_0004.mp4,1,666x500,352.0,30.0,train
Celeb-real\id28_0001.mp4,1,846x474,333.0,30.0,train
Celeb-real\id31_0001.mp4,1,850x472,369.0,30.0,train
Celeb-real\id22_0000.mp4,1,846x476,199.0,30.0,train
Celeb-synthesis\id9_id23_0009.mp4,0,944x500,314.0,30.0,val
Celeb-real/id57_0003.mp4,1,,,,test
Celeb-real\id61_0007.mp4,1,856x478,521.0,30.0,train
Celeb-synthesis\id26_id29_0008.mp4,0,834x458,318.0,30.0,train
Celeb-real\id20_0002.mp4,1,620x500,311.0,30.0,val
Celeb-synthesis\id21_id23_0005.mp4,0,812x456,165.0,30.0,val
YouTube-real\00121.mp4,1,892x500,468.0,30.0,train
YouTube-real\00249.mp4,1,888x500,517.0,30.0,train
Celeb-real\id11_0010.mp4,1,776x500,330.0,30.0,train
Celeb-synthesis\id46_id39_0001.mp4,0,802x436,330.0,30.0,train
Celeb-real/id53_0000.mp4,1,,,,test
Celeb-synthesis\id35_id38_0000.mp4,0,848x466,487.0,30.0,train
Celeb-real\id37_0005.mp4,1,856x478,458.0,30.0,train
Celeb-synthesis\id31_id9_0005.mp4,0,850x472,349.0,30.0,train
Celeb-synthesis\id50_id52_0001.mp4,0,856x478,383.0,30.0,train
YouTube-real\00086.mp4,1,892x500,482.0,30.0,train
Celeb-synthesis\id34_id21_0003.mp4,0,848x466,394.0,30.0,train
YouTube-real\00112.mp4,1,892x500,477.0,30.0,train
Celeb-synthesis\id30_id17_0002.mp4,0,850x472,465.0,30.0,train
Celeb-synthesis\id31_id33_0003.mp4,0,850x472,467.0,30.0,train
Celeb-synthesis\id38_id30_0009.mp4,0,856x478,585.0,30.0,train
Celeb-real\id54_0008.mp4,1,856x478,349.0,30.0,train
Celeb-synthesis\id16_id21_0006.mp4,0,950x500,224.0,30.0,train
YouTube-real\00297.mp4,1,856x478,445.0,30.0,val
Celeb-synthesis\id50_id51_0005.mp4,0,856x478,489.0,29.599986548517816,train
Celeb-real/id50_0003.mp4,1,,,,test
YouTube-real\00088.mp4,1,892x500,493.0,30.0,train
Celeb-real\id23_0006.mp4,1,636x480,314.0,30.0,val
Celeb-synthesis\id49_id50_0000.mp4,0,856x478,278.0,30.0,val
Celeb-synthesis/id35_id20_0007.mp4,0,,,,test
Celeb-real\id36_0000.mp4,1,848x466,416.0,30.0,val
Celeb-real\id38_0003.mp4,1,856x478,475.0,30.0,train
Celeb-synthesis\id21_id2_0004.mp4,0,812x456,225.0,30.0,train
YouTube-real\00134.mp4,1,892x500,481.0,30.0,train
Celeb-synthesis\id50_id51_0001.mp4,0,856x478,383.0,30.0,train
Celeb-synthesis\id2_id26_0004.mp4,0,526x500,425.0,30.0,train
