path,label,resolution,frame_count,fps,set
Celeb-synthesis\id43_id40_0005.mp4,0,848x474,333,30,train
Celeb-synthesis\id23_id35_0003.mp4,0,846x476,186,30,train
Celeb-synthesis\id28_id24_0003.mp4,0,846x474,332,30,train
Celeb-synthesis\id50_id52_0004.mp4,0,856x478,473,30,train
Celeb-synthesis\id23_id37_0005.mp4,0,610x298,308,30,train
Celeb-synthesis\id31_id4_0004.mp4,0,850x472,465,30,train
Celeb-synthesis\id7_id10_0004.mp4,0,944x500,740,30,train
Celeb-synthesis\id10_id13_0001.mp4,0,948x500,105,30,train
Celeb-synthesis\id1_id31_0006.mp4,0,574x500,505,30,train
Celeb-synthesis\id13_id10_0001.mp4,0,954x500,349,30,train
Celeb-synthesis\id21_id17_0007.mp4,0,812x456,317,30,train
Celeb-synthesis\id5_id60_0001.mp4,0,944x500,380,30,train
Celeb-synthesis\id24_id23_0006.mp4,0,564x470,339,30,train
Celeb-synthesis\id1_id20_0009.mp4,0,480x500,412,30,train
Celeb-synthesis\id56_id53_0008.mp4,0,856x478,351,30,train
Celeb-synthesis\id58_id52_0004.mp4,0,856x478,460,30,train
Celeb-synthesis\id23_id28_0005.mp4,0,610x298,308,30,train
Celeb-synthesis\id29_id38_0003.mp4,0,852x480,344,30,train
Celeb-synthesis\id35_id23_0006.mp4,0,848x466,228,30,train
Celeb-synthesis\id51_id55_0000.mp4,0,856x478,438,30,train
Celeb-synthesis\id34_id37_0001.mp4,0,848x466,419,30,train
Celeb-synthesis\id7_id11_0000.mp4,0,944x500,280,30,train
Celeb-synthesis\id3_id0_0008.mp4,0,488x500,458,30,train
Celeb-real\id1_0009.mp4,1,478x500,412,30,train
Celeb-synthesis\id30_id32_0005.mp4,0,850x472,448,30,train
Celeb-real\id58_0003.mp4,1,856x478,501,30,train
Celeb-synthesis\id52_id54_0009.mp4,0,856x478,327,30,train
Celeb-synthesis\id32_id28_0002.mp4,0,850x472,494,30,train
Celeb-synthesis\id37_id29_0002.mp4,0,856x478,458,30,train
Celeb-synthesis\id55_id57_0005.mp4,0,856x478,468,30,train
Celeb-synthesis\id33_id32_0000.mp4,0,848x466,441,30,train
Celeb-synthesis\id35_id3_0006.mp4,0,848x466,228,30,train
Celeb-synthesis\id35_id21_0003.mp4,0,848x466,454,30,train
Celeb-real\id9_0007.mp4,1,942x500,456,30,train
Celeb-synthesis\id20_id37_0003.mp4,0,844x452,337,30,train
Celeb-synthesis\id48_id40_0001.mp4,0,850x476,310,30,train
Celeb-synthesis\id23_id38_0002.mp4,0,846x476,319,30,train
YouTube-real\00020.mp4,1,892x500,456,30,train
Celeb-synthesis\id31_id21_0000.mp4,0,850x472,423,30,train
Celeb-synthesis\id0_id28_0008.mp4,0,944x500,464,30,train
Celeb-synthesis\id21_id25_0007.mp4,0,812x456,317,30,train
Celeb-real\id28_0007.mp4,1,684x500,301,30,train
Celeb-real\id35_0000.mp4,1,848x466,487,30,train
Celeb-synthesis\id54_id55_0002.mp4,0,856x478,447,30,train
Celeb-synthesis\id6_id9_0008.mp4,0,944x500,381,30,train
Celeb-synthesis\id26_id16_0001.mp4,0,848x472,320,30,train
Celeb-synthesis\id20_id17_0004.mp4,0,844x452,325,30,train
Celeb-synthesis\id2_id37_0003.mp4,0,554x500,383,30,train
Celeb-synthesis\id7_id13_0000.mp4,0,944x500,280,30,train
Celeb-synthesis\id27_id24_0009.mp4,0,844x472,311,30,train
Celeb-synthesis\id0_id16_0005.mp4,0,944x500,459,30,train
YouTube-real\00159.mp4,1,892x500,448,30,train
Celeb-synthesis\id3_id2_0006.mp4,0,568x500,409,30,train
Celeb-synthesis\id31_id20_0001.mp4,0,850x472,369,30,train
Celeb-synthesis\id29_id38_0004.mp4,0,852x480,364,30,train
YouTube-real\00077.mp4,1,888x500,475,30,train
Celeb-synthesis\id3_id6_0002.mp4,0,530x500,428,30,train
Celeb-synthesis\id50_id52_0007.mp4,0,856x478,438,30,train
Celeb-synthesis\id24_id22_0001.mp4,0,840x470,315,30,train
Celeb-synthesis\id61_id5_0000.mp4,0,856x478,420,30,train
Celeb-synthesis\id46_id43_0002.mp4,0,670x500,313,30,train
Celeb-synthesis\id22_id21_0006.mp4,0,846x476,333,30,train
Celeb-synthesis\id46_id41_0002.mp4,0,670x500,313,30,train
Celeb-synthesis\id23_id4_0004.mp4,0,674x500,307,30,train
Celeb-synthesis\id39_id45_0007.mp4,0,846x478,334,30,train
Celeb-synthesis\id42_id40_0000.mp4,0,844x474,347,30,train
Celeb-synthesis\id16_id23_0003.mp4,0,950x500,303,30,train
Celeb-synthesis\id46_id45_0004.mp4,0,744x466,310,30,train
Celeb-real\id48_0005.mp4,1,850x476,336,30,train
Celeb-synthesis\id2_id26_0000.mp4,0,588x500,445,30,train
Celeb-synthesis\id54_id56_0003.mp4,0,856x478,314,30,train
Celeb-synthesis\id31_id9_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id20_id26_0009.mp4,0,666x500,334,30,train
Celeb-synthesis\id21_id27_0000.mp4,0,852x480,234,30,train
Celeb-synthesis\id37_id26_0002.mp4,0,856x478,458,30,train
Celeb-real\id7_0008.mp4,1,942x500,291,30,train
Celeb-synthesis\id20_id3_0002.mp4,0,620x500,311,30,train
Celeb-synthesis\id52_id50_0000.mp4,0,856x478,377,30,train
Celeb-synthesis\id10_id13_0007.mp4,0,956x500,496,30,train
Celeb-synthesis\id50_id55_0002.mp4,0,856x478,464,30,train
Celeb-synthesis\id50_id49_0007.mp4,0,856x478,438,30,train
Celeb-synthesis\id23_id9_0005.mp4,0,610x298,308,30,train
Celeb-synthesis\id35_id21_0006.mp4,0,848x466,228,30,train
Celeb-synthesis\id33_id34_0004.mp4,0,848x466,417,30,train
YouTube-real\00161.mp4,1,892x500,519,30,train
Celeb-synthesis\id4_id1_0002.mp4,0,944x500,491,30,train
Celeb-synthesis\id30_id21_0003.mp4,0,850x472,470,30,train
Celeb-real\id56_0007.mp4,1,856x478,235,29.00001371159041,train
Celeb-synthesis\id10_id11_0007.mp4,0,956x500,496,30,train
Celeb-synthesis\id2_id6_0005.mp4,0,616x500,307,30,train
YouTube-real\00089.mp4,1,892x500,485,30,train
Celeb-synthesis\id30_id26_0003.mp4,0,850x472,470,30,train
Celeb-synthesis\id31_id26_0003.mp4,0,850x472,467,30,train
Celeb-synthesis\id17_id30_0003.mp4,0,612x440,247,30,train
Celeb-synthesis\id32_id34_0004.mp4,0,544x468,428,30,train
Celeb-synthesis\id20_id3_0006.mp4,0,844x452,328,30,train
Celeb-synthesis\id54_id51_0006.mp4,0,856x478,441,30,train
Celeb-synthesis\id48_id42_0006.mp4,0,656x500,327,30,train
Celeb-real\id30_0001.mp4,1,850x472,451,30,train
Celeb-real\id47_0006.mp4,1,694x456,334,30,train
Celeb-synthesis\id35_id20_0006.mp4,0,848x466,228,30,train
Celeb-synthesis\id47_id45_0002.mp4,0,836x470,323,30,train
Celeb-synthesis\id20_id0_0001.mp4,0,856x476,306,30,train
Celeb-synthesis\id56_id52_0006.mp4,0,856x478,267,30,train
Celeb-synthesis\id54_id49_0009.mp4,0,856x478,464,30,train
Celeb-synthesis\id53_id50_0009.mp4,0,856x478,451,29.59999533284134,train
YouTube-real\00257.mp4,1,782x440,322,30,train
YouTube-real\00249.mp4,1,888x500,517,30,train
Celeb-synthesis\id2_id0_0004.mp4,0,526x500,425,30,train
Celeb-synthesis\id53_id55_0009.mp4,0,856x478,451,29.59999533284134,train
Celeb-synthesis\id16_id6_0007.mp4,0,950x500,284,30,train
Celeb-synthesis\id33_id26_0002.mp4,0,848x466,452,30,train
Celeb-synthesis\id51_id57_0001.mp4,0,856x478,408,30,train
YouTube-real\00024.mp4,1,892x500,547,30,train
Celeb-synthesis\id53_id54_0003.mp4,0,856x478,472,29.70000063,train
Celeb-synthesis\id44_id41_0000.mp4,0,666x500,305,30,train
Celeb-synthesis\id28_id31_0008.mp4,0,842x468,342,30,train
Celeb-synthesis\id44_id46_0004.mp4,0,848x472,331,30,train
Celeb-synthesis\id30_id29_0009.mp4,0,850x472,479,30,train
Celeb-synthesis\id20_id19_0000.mp4,0,856x476,315,30,train
Celeb-synthesis\id38_id31_0000.mp4,0,856x478,466,30,train
Celeb-real\id34_0006.mp4,1,848x466,441,30,train
Celeb-synthesis\id30_id38_0009.mp4,0,850x472,479,30,train
Celeb-synthesis\id0_id16_0000.mp4,0,944x500,469,30,train
Celeb-synthesis\id45_id47_0006.mp4,0,848x472,317,30,train
Celeb-synthesis\id16_id6_0011.mp4,0,456x500,272,30,train
Celeb-synthesis\id9_id31_0002.mp4,0,944x500,364,30,train
Celeb-synthesis\id4_id28_0005.mp4,0,944x500,467,30,train
Celeb-synthesis\id37_id32_0002.mp4,0,856x478,458,30,train
Celeb-synthesis\id51_id56_0008.mp4,0,856x478,454,30,train
Celeb-real\id58_0000.mp4,1,856x478,446,30,train
Celeb-real\id21_0008.mp4,1,472x500,322,30,train
Celeb-synthesis\id49_id52_0008.mp4,0,856x478,311,30,train
Celeb-synthesis\id40_id43_0005.mp4,0,848x478,322,30,train
Celeb-synthesis\id23_id4_0001.mp4,0,846x476,309,30,train
Celeb-synthesis\id54_id57_0003.mp4,0,856x478,314,30,train
Celeb-synthesis\id50_id49_0003.mp4,0,856x478,467,30,train
Celeb-synthesis\id33_id35_0006.mp4,0,848x466,266,30,train
Celeb-synthesis\id51_id56_0006.mp4,0,856x478,461,29.90000900819746,train
Celeb-synthesis\id38_id32_0005.mp4,0,856x478,459,30,train
Celeb-synthesis\id4_id26_0001.mp4,0,944x500,459,30,train
Celeb-synthesis\id28_id37_0004.mp4,0,846x474,311,30,train
Celeb-synthesis\id23_id17_0001.mp4,0,846x476,309,30,train
Celeb-synthesis\id30_id1_0007.mp4,0,850x472,456,30,train
Celeb-synthesis\id28_id29_0002.mp4,0,846x474,310,30,train
Celeb-real\id57_0001.mp4,1,856x478,457,30,train
Celeb-real\id48_0000.mp4,1,850x476,338,30,train
Celeb-synthesis\id35_id1_0006.mp4,0,848x466,228,30,train
Celeb-synthesis\id58_id54_0007.mp4,0,856x478,314,30,train
Celeb-synthesis\id45_id48_0009.mp4,0,848x472,328,30,train
Celeb-synthesis\id49_id50_0004.mp4,0,856x478,414,30,train
Celeb-synthesis\id31_id32_0009.mp4,0,850x472,475,30,train
Celeb-synthesis\id56_id57_0009.mp4,0,856x478,297,30,train
Celeb-real\id9_0002.mp4,1,942x500,364,30,train
Celeb-synthesis\id33_id38_0001.mp4,0,848x466,446,30,train
Celeb-synthesis\id26_id0_0005.mp4,0,526x474,336,30,train
Celeb-synthesis\id39_id48_0002.mp4,0,850x476,310,30,train
Celeb-synthesis\id3_id20_0008.mp4,0,488x500,458,30,train
Celeb-synthesis\id46_id43_0004.mp4,0,744x466,310,30,train
Celeb-synthesis\id1_id3_0002.mp4,0,494x500,400,30,train
Celeb-synthesis\id0_id28_0002.mp4,0,944x500,350,30,train
Celeb-synthesis\id54_id56_0008.mp4,0,856x478,349,30,train
Celeb-synthesis\id54_id57_0004.mp4,0,856x478,494,30,train
Celeb-synthesis\id9_id23_0006.mp4,0,944x500,401,30,train
Celeb-synthesis\id3_id30_0008.mp4,0,488x500,458,30,train
Celeb-synthesis\id43_id42_0009.mp4,0,666x500,334,30,train
Celeb-synthesis\id32_id30_0004.mp4,0,544x468,428,30,train
Celeb-synthesis\id6_id9_0005.mp4,0,944x500,372,30,train
Celeb-synthesis\id24_id27_0008.mp4,0,850x472,323,30,train
Celeb-synthesis\id53_id52_0004.mp4,0,856x478,477,30,train
Celeb-real\id5_0001.mp4,1,942x500,380,30,train
Celeb-synthesis\id19_id23_0000.mp4,0,856x432,327,29.799996759769297,train
Celeb-synthesis\id4_id35_0003.mp4,0,944x500,442,30,train
Celeb-synthesis\id31_id17_0005.mp4,0,850x472,349,30,train
Celeb-synthesis\id48_id46_0009.mp4,0,844x472,338,30,train
Celeb-synthesis\id16_id1_0006.mp4,0,950x500,224,30,train
Celeb-real\id57_0003.mp4,1,856x478,455,30,train
Celeb-synthesis\id20_id22_0001.mp4,0,856x476,306,30,train
Celeb-synthesis\id31_id3_0006.mp4,0,850x472,365,30,train
Celeb-synthesis\id23_id29_0003.mp4,0,846x476,186,30,train
Celeb-synthesis\id4_id0_0002.mp4,0,944x500,491,30,train
Celeb-synthesis\id9_id16_0000.mp4,0,944x500,448,30,train
Celeb-synthesis\id30_id9_0005.mp4,0,850x472,448,30,train
Celeb-synthesis\id37_id26_0003.mp4,0,856x478,353,30,train
Celeb-real\id33_0001.mp4,1,848x466,446,30,train
Celeb-synthesis\id37_id6_0000.mp4,0,856x478,502,30,train
Celeb-synthesis\id30_id31_0005.mp4,0,850x472,448,30,train
Celeb-synthesis\id2_id28_0004.mp4,0,526x500,425,30,train
Celeb-real\id45_0003.mp4,1,848x472,313,30,train
Celeb-synthesis\id31_id17_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id55_id51_0000.mp4,0,856x478,449,30,train
Celeb-synthesis\id38_id23_0009.mp4,0,856x478,585,30,train
Celeb-synthesis\id23_id25_0007.mp4,0,814x464,306,30,train
Celeb-synthesis\id37_id32_0000.mp4,0,856x478,502,30,train
Celeb-real\id57_0004.mp4,1,856x478,451,30,train
Celeb-synthesis\id46_id44_0007.mp4,0,750x438,335,30,train
Celeb-synthesis\id23_id24_0003.mp4,0,846x476,186,30,train
Celeb-synthesis\id0_id2_0006.mp4,0,944x500,534,30,train
Celeb-synthesis\id2_id3_0001.mp4,0,608x500,376,30,train
Celeb-synthesis\id47_id44_0006.mp4,0,694x456,334,30,train
Celeb-synthesis\id28_id30_0003.mp4,0,846x474,332,30,train
Celeb-real\id61_0006.mp4,1,856x478,470,30,train
Celeb-synthesis\id31_id6_0000.mp4,0,850x472,423,30,train
YouTube-real\00041.mp4,1,888x500,456,30,train
Celeb-real\id10_0000.mp4,1,658x500,239,30,train
Celeb-synthesis\id4_id2_0003.mp4,0,944x500,442,30,train
Celeb-synthesis\id45_id47_0001.mp4,0,848x472,257,30,train
Celeb-synthesis\id27_id21_0002.mp4,0,834x458,340,30,train
Celeb-real\id11_0008.mp4,1,950x500,371,30,train
Celeb-synthesis\id1_id17_0007.mp4,0,518x500,328,30,train
Celeb-synthesis\id50_id49_0009.mp4,0,856x478,451,30,train
YouTube-real\00110.mp4,1,892x500,479,30,train
Celeb-synthesis\id23_id37_0002.mp4,0,846x476,319,30,train
Celeb-synthesis\id38_id37_0007.mp4,0,856x478,456,30,train
Celeb-synthesis\id30_id20_0002.mp4,0,850x472,465,30,train
Celeb-synthesis\id57_id51_0004.mp4,0,856x478,451,30,train
Celeb-synthesis\id0_id6_0009.mp4,0,944x500,520,30,train
Celeb-synthesis\id57_id51_0002.mp4,0,856x478,313,30,train
Celeb-real\id43_0003.mp4,1,848x480,492,30,train
Celeb-synthesis\id6_id0_0005.mp4,0,944x500,372,30,train
Celeb-synthesis\id29_id30_0008.mp4,0,852x480,450,30,train
Celeb-synthesis\id31_id26_0002.mp4,0,850x472,485,30,train
Celeb-synthesis\id20_id16_0000.mp4,0,856x476,315,30,train
Celeb-real\id24_0001.mp4,1,840x470,315,30,train
Celeb-synthesis\id6_id26_0000.mp4,0,944x500,630,30,train
Celeb-synthesis\id38_id29_0008.mp4,0,856x478,492,30,train
Celeb-synthesis\id50_id57_0007.mp4,0,856x478,438,30,train
Celeb-synthesis\id27_id21_0006.mp4,0,626x500,295,30,train
Celeb-synthesis\id9_id3_0008.mp4,0,944x500,461,30,train
Celeb-synthesis\id31_id20_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id56_id50_0008.mp4,0,856x478,351,30,train
Celeb-synthesis\id31_id2_0001.mp4,0,850x472,369,30,train
Celeb-real\id27_0009.mp4,1,844x472,311,30,train
Celeb-synthesis\id23_id26_0002.mp4,0,846x476,319,30,train
Celeb-synthesis\id33_id30_0008.mp4,0,848x466,504,30,train
Celeb-synthesis\id45_id43_0007.mp4,0,848x472,333,30,train
Celeb-synthesis\id6_id3_0002.mp4,0,944x500,611,30,train
Celeb-synthesis\id52_id54_0005.mp4,0,856x478,464,30,train
Celeb-synthesis\id20_id6_0000.mp4,0,856x476,315,30,train
Celeb-synthesis\id20_id32_0007.mp4,0,672x500,347,30,train
Celeb-synthesis\id49_id57_0000.mp4,0,856x478,278,30,train
Celeb-synthesis\id46_id39_0007.mp4,0,750x438,335,30,train
Celeb-synthesis\id26_id9_0003.mp4,0,848x472,249,30,train
Celeb-synthesis\id16_id20_0002.mp4,0,950x500,363,30,train
Celeb-synthesis\id48_id41_0009.mp4,0,844x472,338,30,train
Celeb-synthesis\id40_id48_0008.mp4,0,848x478,310,30,train
Celeb-synthesis\id29_id31_0007.mp4,0,852x480,306,30,train
Celeb-synthesis\id2_id23_0001.mp4,0,608x500,376,30,train
Celeb-synthesis\id23_id16_0003.mp4,0,846x476,186,30,train
Celeb-synthesis\id57_id58_0004.mp4,0,856x478,451,30,train
Celeb-synthesis\id29_id32_0003.mp4,0,852x480,344,30,train
Celeb-synthesis\id3_id9_0009.mp4,0,884x500,497,30,train
Celeb-synthesis\id23_id34_0000.mp4,0,846x476,318,30,train
Celeb-synthesis\id23_id32_0005.mp4,0,610x298,308,30,train
Celeb-synthesis\id1_id9_0001.mp4,0,532x500,272,30,train
Celeb-synthesis\id3_id23_0006.mp4,0,568x500,409,30,train
Celeb-synthesis\id33_id29_0005.mp4,0,848x466,376,30,train
Celeb-synthesis\id3_id2_0000.mp4,0,474x500,458,30,train
Celeb-synthesis\id20_id22_0009.mp4,0,666x500,334,30,train
Celeb-synthesis\id26_id1_0009.mp4,0,834x458,334,30,train
Celeb-synthesis\id28_id24_0002.mp4,0,846x474,310,30,train
Celeb-synthesis\id29_id30_0000.mp4,0,852x480,429,30,train
Celeb-synthesis\id23_id3_0004.mp4,0,674x500,307,30,train
Celeb-synthesis\id27_id24_0008.mp4,0,348x500,331,30,train
Celeb-synthesis\id32_id29_0002.mp4,0,850x472,494,30,train
YouTube-real\00028.mp4,1,888x500,473,30,train
Celeb-synthesis\id37_id17_0000.mp4,0,856x478,502,30,train
Celeb-synthesis\id3_id16_0006.mp4,0,568x500,409,30,train
Celeb-synthesis\id46_id43_0007.mp4,0,750x438,335,30,train
Celeb-synthesis\id28_id9_0008.mp4,0,842x468,342,30,train
Celeb-synthesis\id17_id37_0004.mp4,0,354x500,306,30,train
Celeb-synthesis\id34_id35_0007.mp4,0,848x466,470,30,train
Celeb-synthesis\id51_id58_0009.mp4,0,856x478,527,30,train
Celeb-real\id29_0000.mp4,1,852x480,429,30,train
Celeb-synthesis\id17_id9_0002.mp4,0,556x500,334,30,train
Celeb-synthesis\id53_id58_0004.mp4,0,856x478,477,30,train
Celeb-synthesis\id21_id34_0004.mp4,0,812x456,225,30,train
Celeb-synthesis\id27_id22_0007.mp4,0,342x468,331,30,train
YouTube-real\00211.mp4,1,892x500,424,30,train
Celeb-real\id35_0009.mp4,1,848x466,321,30,train
Celeb-synthesis\id9_id26_0005.mp4,0,944x500,420,30,train
Celeb-synthesis\id30_id17_0000.mp4,0,850x472,504,30,train
Celeb-synthesis\id37_id16_0008.mp4,0,856x478,483,30,train
Celeb-real\id31_0005.mp4,1,850x472,349,30,train
Celeb-synthesis\id24_id20_0002.mp4,0,438x480,317,30,train
Celeb-synthesis\id35_id32_0005.mp4,0,848x466,295,30,train
Celeb-synthesis\id26_id20_0001.mp4,0,848x472,320,30,train
Celeb-synthesis\id53_id56_0001.mp4,0,856x478,328,30,train
Celeb-synthesis\id39_id45_0008.mp4,0,846x478,312,30,train
Celeb-synthesis\id47_id48_0002.mp4,0,836x470,323,30,train
Celeb-synthesis\id17_id16_0000.mp4,0,590x500,305,30,train
Celeb-synthesis\id26_id23_0009.mp4,0,834x458,334,30,train
Celeb-synthesis\id9_id3_0009.mp4,0,944x500,314,30,train
Celeb-synthesis\id43_id40_0003.mp4,0,848x480,492,30,train
Celeb-synthesis\id20_id25_0001.mp4,0,856x476,306,30,train
Celeb-synthesis\id26_id3_0002.mp4,0,848x472,322,30,train
Celeb-real\id28_0003.mp4,1,846x474,332,30,train
Celeb-synthesis\id41_id40_0006.mp4,0,844x474,321,30,train
Celeb-synthesis\id47_id48_0003.mp4,0,540x456,295,30,train
Celeb-synthesis\id16_id37_0003.mp4,0,950x500,303,30,train
Celeb-synthesis\id38_id31_0009.mp4,0,856x478,585,30,train
Celeb-synthesis\id4_id28_0006.mp4,0,944x500,302,30,train
Celeb-synthesis\id51_id55_0004.mp4,0,856x478,447,29.000007929408085,train
YouTube-real\00107.mp4,1,892x500,462,30,train
YouTube-real\00053.mp4,1,888x500,468,30,train
Celeb-real\id2_0001.mp4,1,608x500,376,30,train
Celeb-synthesis\id35_id20_0003.mp4,0,848x466,454,30,train
Celeb-synthesis\id16_id1_0013.mp4,0,590x500,311,30,train
Celeb-synthesis\id20_id24_0003.mp4,0,844x452,337,30,train
Celeb-synthesis\id19_id22_0008.mp4,0,670x500,324,28.75699941026455,train
Celeb-synthesis\id34_id35_0004.mp4,0,848x466,472,30,train
Celeb-synthesis\id43_id48_0002.mp4,0,848x480,335,30,train
Celeb-synthesis\id21_id37_0001.mp4,0,852x480,262,30,train
Celeb-synthesis\id37_id35_0007.mp4,0,856x478,473,30,train
Celeb-synthesis\id16_id17_0001.mp4,0,950x500,316,30,train
Celeb-synthesis\id55_id49_0002.mp4,0,856x478,418,30,train
Celeb-synthesis\id6_id16_0001.mp4,0,944x500,323,30,train
Celeb-synthesis\id19_id26_0006.mp4,0,826x420,338,29.800010775809287,train
Celeb-synthesis\id48_id40_0003.mp4,0,850x476,335,30,train
Celeb-synthesis\id54_id56_0002.mp4,0,856x478,447,30,train
Celeb-synthesis\id32_id20_0005.mp4,0,848x466,431,30,train
Celeb-synthesis\id23_id35_0000.mp4,0,846x476,318,30,train
Celeb-synthesis\id0_id28_0000.mp4,0,944x500,469,30,train
Celeb-synthesis\id28_id3_0007.mp4,0,684x500,301,30,train
Celeb-synthesis\id21_id24_0000.mp4,0,852x480,234,30,train
Celeb-synthesis\id6_id4_0001.mp4,0,944x500,323,30,train
Celeb-synthesis\id4_id26_0005.mp4,0,944x500,467,30,train
YouTube-real\00299.mp4,1,856x478,463,30,train
Celeb-synthesis\id53_id49_0004.mp4,0,856x478,477,30,train
Celeb-synthesis\id4_id3_0008.mp4,0,944x500,326,30,train
Celeb-synthesis\id28_id16_0003.mp4,0,846x474,332,30,train
Celeb-synthesis\id22_id26_0001.mp4,0,846x476,310,30,train
Celeb-synthesis\id52_id54_0006.mp4,0,856x478,455,29.69999738901122,train
Celeb-synthesis\id31_id29_0005.mp4,0,850x472,349,30,train
Celeb-synthesis\id58_id56_0002.mp4,0,856x478,466,30,train
Celeb-synthesis\id20_id0_0003.mp4,0,844x452,337,30,train
Celeb-synthesis\id16_id0_0009.mp4,0,950x500,315,30,train
Celeb-synthesis\id4_id26_0008.mp4,0,944x500,326,30,train
Celeb-synthesis\id30_id26_0000.mp4,0,850x472,504,30,train
Celeb-synthesis\id56_id51_0000.mp4,0,856x478,469,30,train
Celeb-synthesis\id37_id32_0001.mp4,0,856x478,290,30,train
Celeb-synthesis\id21_id1_0009.mp4,0,662x500,319,30,train
Celeb-synthesis\id16_id2_0005.mp4,0,950x500,345,30,train
Celeb-synthesis\id23_id17_0003.mp4,0,846x476,186,30,train
Celeb-real\id13_0006.mp4,1,942x500,333,30,train
Celeb-synthesis\id34_id23_0003.mp4,0,848x466,394,30,train
Celeb-synthesis\id30_id28_0001.mp4,0,850x472,451,30,train
Celeb-synthesis\id22_id23_0001.mp4,0,846x476,310,30,train
Celeb-synthesis\id34_id35_0003.mp4,0,848x466,394,30,train
Celeb-synthesis\id56_id51_0002.mp4,0,856x478,362,30,train
Celeb-synthesis\id30_id6_0008.mp4,0,850x472,497,30,train
Celeb-synthesis\id21_id0_0004.mp4,0,812x456,225,30,train
Celeb-synthesis\id55_id51_0004.mp4,0,856x478,449,30,train
Celeb-synthesis\id55_id51_0006.mp4,0,856x478,259,30,train
Celeb-real\id26_0007.mp4,1,834x458,338,30,train
Celeb-synthesis\id58_id51_0004.mp4,0,856x478,460,30,train
Celeb-synthesis\id33_id31_0009.mp4,0,848x466,455,30,train
Celeb-synthesis\id25_id28_0002.mp4,0,850x472,341,30,train
Celeb-synthesis\id31_id35_0009.mp4,0,850x472,475,30,train
Celeb-synthesis\id58_id49_0006.mp4,0,856x478,458,30,train
Celeb-synthesis\id23_id17_0000.mp4,0,846x476,318,30,train
Celeb-synthesis\id40_id39_0007.mp4,0,848x478,331,30,train
Celeb-synthesis\id3_id31_0000.mp4,0,474x500,458,30,train
Celeb-synthesis\id32_id35_0002.mp4,0,850x472,494,30,train
Celeb-synthesis\id51_id58_0006.mp4,0,856x478,461,29.90000900819746,train
Celeb-synthesis\id28_id26_0009.mp4,0,842x468,331,30,train
Celeb-real\id54_0007.mp4,1,856x478,571,30,train
Celeb-real\id45_0006.mp4,1,848x472,317,30,train
Celeb-real\id48_0006.mp4,1,656x500,327,30,train
Celeb-synthesis\id47_id39_0006.mp4,0,694x456,334,30,train
Celeb-synthesis\id47_id40_0008.mp4,0,842x476,331,30,train
Celeb-synthesis\id1_id3_0005.mp4,0,510x500,422,30,train
Celeb-synthesis\id2_id20_0001.mp4,0,608x500,376,30,train
Celeb-real\id27_0006.mp4,1,626x500,295,30,train
Celeb-synthesis\id22_id26_0009.mp4,0,846x476,332,30,train
Celeb-synthesis\id30_id33_0004.mp4,0,850x472,404,30,train
Celeb-synthesis\id46_id39_0004.mp4,0,744x466,310,30,train
Celeb-synthesis\id34_id32_0005.mp4,0,848x466,478,30,train
Celeb-synthesis\id28_id3_0003.mp4,0,846x474,332,30,train
Celeb-synthesis\id28_id22_0000.mp4,0,844x472,330,30,train
Celeb-synthesis\id56_id50_0006.mp4,0,856x478,267,30,train
Celeb-synthesis\id24_id25_0004.mp4,0,470x472,321,30,train
Celeb-synthesis\id13_id10_0014.mp4,0,944x500,390,30,train
YouTube-real\00149.mp4,1,888x500,506,30,train
Celeb-synthesis\id28_id6_0004.mp4,0,846x474,311,30,train
Celeb-synthesis\id2_id4_0003.mp4,0,554x500,383,30,train
Celeb-synthesis\id49_id54_0000.mp4,0,856x478,278,30,train
Celeb-synthesis\id20_id25_0003.mp4,0,844x452,337,30,train
Celeb-synthesis\id26_id22_0005.mp4,0,526x474,336,30,train
YouTube-real\00278.mp4,1,856x478,389,30,train
Celeb-synthesis\id23_id17_0004.mp4,0,674x500,307,30,train
YouTube-real\00139.mp4,1,892x500,553,30,train
Celeb-real\id33_0004.mp4,1,848x466,417,30,train
Celeb-real\id41_0000.mp4,1,850x472,306,30,train
Celeb-synthesis\id28_id20_0004.mp4,0,846x474,311,30,train
Celeb-synthesis\id1_id23_0007.mp4,0,518x500,328,30,train
Celeb-synthesis\id21_id16_0008.mp4,0,472x500,322,30,train
Celeb-synthesis\id31_id9_0000.mp4,0,850x472,423,30,train
Celeb-synthesis\id6_id9_0001.mp4,0,944x500,323,30,train
Celeb-real\id61_0005.mp4,1,856x478,582,30,train
Celeb-synthesis\id6_id16_0006.mp4,0,944x500,294,30,train
Celeb-synthesis\id33_id37_0000.mp4,0,848x466,441,30,train
Celeb-synthesis\id21_id16_0009.mp4,0,662x500,319,30,train
YouTube-real\00291.mp4,1,856x478,462,29.7,train
Celeb-synthesis\id23_id2_0009.mp4,0,662x500,316,30,train
Celeb-synthesis\id38_id35_0009.mp4,0,856x478,585,30,train
Celeb-synthesis\id3_id23_0009.mp4,0,884x500,497,30,train
Celeb-synthesis\id19_id28_0002.mp4,0,424x384,320,30,train
YouTube-real\00080.mp4,1,892x500,478,30,train
